county,precinct,office,district,party,candidate,early_voting_mail,early_voting_ivo,early_voting,election_day,votes
Rusk,303,"Member, State BoE, Dist 9",,,Anastasia Wilford,1,6,7,8,15
Rusk,314,"Member, State BoE, Dist 9",,,Keven M. Ellis,39,411,450,116,566
Rusk,314,"Member, State BoE, Dist 9",,,Amanda M. Rudolph,7,46,53,22,75
Rusk,314,"Member, State BoE, Dist 9",,,Anastasia Wilford,0,3,3,1,4
Rusk,315,"Member, State BoE, Dist 9",,,Keven M. Ellis,28,282,310,172,482
Rusk,315,"Member, State BoE, Dist 9",,,Amanda M. Rudolph,0,21,21,19,40
Rusk,315,"Member, State BoE, Dist 9",,,Anastasia Wilford,0,7,7,6,13
Rusk,316,"Member, State BoE, Dist 9",,,Keven M. Ellis,12,106,118,108,226
Rusk,316,"Member, State BoE, Dist 9",,,Amanda M. Rudolph,8,16,24,14,38
Rusk,316,"Member, State BoE, Dist 9",,,Anastasia Wilford,0,2,2,3,5
Rusk,317,"Member, State BoE, Dist 9",,,Keven M. Ellis,25,57,82,119,201
Rusk,317,"Member, State BoE, Dist 9",,,Amanda M. Rudolph,26,41,67,95,162
Rusk,317,"Member, State BoE, Dist 9",,,Anastasia Wilford,1,4,5,7,12
Rusk,318,"Member, State BoE, Dist 9",,,Keven M. Ellis,38,271,309,200,509
Rusk,318,"Member, State BoE, Dist 9",,,Amanda M. Rudolph,16,65,81,71,152
Rusk,318,"Member, State BoE, Dist 9",,,Anastasia Wilford,1,8,9,8,17
Rusk,319,"Member, State BoE, Dist 9",,,Keven M. Ellis,4,48,52,58,110
Rusk,319,"Member, State BoE, Dist 9",,,Amanda M. Rudolph,14,38,52,44,96
Rusk,319,"Member, State BoE, Dist 9",,,Anastasia Wilford,1,5,6,3,9
Rusk,404,"Member, State BoE, Dist 9",,,Keven M. Ellis,76,654,730,149,879
Rusk,404,"Member, State BoE, Dist 9",,,Amanda M. Rudolph,12,124,136,37,173
Rusk,404,"Member, State BoE, Dist 9",,,Anastasia Wilford,0,11,11,5,16
Rusk,405,"Member, State BoE, Dist 9",,,Keven M. Ellis,69,463,532,106,638
Rusk,405,"Member, State BoE, Dist 9",,,Amanda M. Rudolph,12,88,100,35,135
Rusk,405,"Member, State BoE, Dist 9",,,Anastasia Wilford,1,12,13,6,19
Rusk,416,"Member, State BoE, Dist 9",,,Keven M. Ellis,24,295,319,98,417
Rusk,416,"Member, State BoE, Dist 9",,,Amanda M. Rudolph,8,51,59,21,80
Rusk,416,"Member, State BoE, Dist 9",,,Anastasia Wilford,0,7,7,3,10
Rusk,417,"Member, State BoE, Dist 9",,,Keven M. Ellis,25,353,378,243,621
Rusk,417,"Member, State BoE, Dist 9",,,Amanda M. Rudolph,9,88,97,72,169
Rusk,417,"Member, State BoE, Dist 9",,,Anastasia Wilford,2,8,10,12,22
Rusk,418,"Member, State BoE, Dist 9",,,Keven M. Ellis,75,573,648,341,989
Rusk,418,"Member, State BoE, Dist 9",,,Amanda M. Rudolph,14,130,144,87,231
Rusk,418,"Member, State BoE, Dist 9",,,Anastasia Wilford,0,15,15,9,24
Rusk,Total:,"Member, State BoE, Dist 9",,,Keven M. Ellis,989,9072,10061,4044,14105
Rusk,Total:,"Member, State BoE, Dist 9",,,Amanda M. Rudolph,370,2142,2512,1280,3792
Rusk,Total:,"Member, State BoE, Dist 9",,,Anastasia Wilford,21,209,230,146,376
Rusk,111,State Senate,1,,Bryan Hughes,39,349,388,106,494
Rusk,112,State Senate,1,,Bryan Hughes,76,620,696,320,1016
Rusk,113,State Senate,1,,Bryan Hughes,105,1109,1214,371,1585
Rusk,114,State Senate,1,,Bryan Hughes,34,441,475,309,784
Rusk,201,State Senate,1,,Bryan Hughes,56,329,385,79,464
Rusk,212,State Senate,1,,Bryan Hughes,31,349,380,79,459
Rusk,213,State Senate,1,,Bryan Hughes,82,630,712,352,1064
Rusk,214,State Senate,1,,Bryan Hughes,64,773,837,411,1248
Rusk,215,State Senate,1,,Bryan Hughes,63,669,732,328,1060
Rusk,302,State Senate,1,,Bryan Hughes,18,274,292,68,360
Rusk,303,State Senate,1,,Bryan Hughes,52,329,381,128,509
Rusk,314,State Senate,1,,Bryan Hughes,35,423,458,126,584
Rusk,315,State Senate,1,,Bryan Hughes,26,289,315,180,495
Rusk,316,State Senate,1,,Bryan Hughes,13,111,124,111,235
Rusk,317,State Senate,1,,Bryan Hughes,27,58,85,129,214
Rusk,318,State Senate,1,,Bryan Hughes,38,281,319,215,534
Rusk,319,State Senate,1,,Bryan Hughes,6,56,62,66,128
Rusk,404,State Senate,1,,Bryan Hughes,79,690,769,165,934
Rusk,405,State Senate,1,,Bryan Hughes,69,493,562,127,689
Rusk,416,State Senate,1,,Bryan Hughes,27,311,338,107,445
Rusk,417,State Senate,1,,Bryan Hughes,27,367,394,263,657
Rusk,418,State Senate,1,,Bryan Hughes,75,605,680,364,1044
Rusk,Total:,State Senate,1,,Bryan Hughes,1042,9556,10598,4404,15002
Rusk,111,State Representative,11,,Travis Clardy,39,345,384,101,485
Rusk,111,State Representative,11,,Stephen J. Wright,6,63,69,22,91
Rusk,112,State Representative,11,,Travis Clardy,72,601,673,302,975
Rusk,112,State Representative,11,,Stephen J. Wright,18,116,134,52,186
Rusk,113,State Representative,11,,Travis Clardy,100,1078,1178,354,1532
Rusk,113,State Representative,11,,Stephen J. Wright,24,212,236,96,332
Rusk,114,State Representative,11,,Travis Clardy,35,429,464,299,763
Rusk,114,State Representative,11,,Stephen J. Wright,16,90,106,58,164
Rusk,201,State Representative,11,,Travis Clardy,54,326,380,74,454
Rusk,201,State Representative,11,,Stephen J. Wright,11,70,81,28,109
Rusk,212,State Representative,11,,Travis Clardy,32,355,387,79,466
Rusk,212,State Representative,11,,Stephen J. Wright,13,49,62,18,80
Rusk,213,State Representative,11,,Travis Clardy,80,606,686,338,1024
Rusk,213,State Representative,11,,Stephen J. Wright,11,125,136,70,206
Rusk,214,State Representative,11,,Travis Clardy,63,757,820,412,1232
Rusk,214,State Representative,11,,Stephen J. Wright,21,199,220,96,316
Rusk,215,State Representative,11,,Travis Clardy,57,649,706,296,1002
Rusk,215,State Representative,11,,Stephen J. Wright,27,161,188,151,339
Rusk,302,State Representative,11,,Travis Clardy,16,258,274,64,338
Rusk,302,State Representative,11,,Stephen J. Wright,58,144,202,67,269
Rusk,303,State Representative,11,,Travis Clardy,52,314,366,109,475
Rusk,303,State Representative,11,,Stephen J. Wright,36,211,247,92,339
Rusk,314,State Representative,11,,Travis Clardy,37,429,466,121,587
Rusk,314,State Representative,11,,Stephen J. Wright,9,50,59,18,77
Rusk,315,State Representative,11,,Travis Clardy,28,294,322,182,504
Rusk,315,State Representative,11,,Stephen J. Wright,0,21,21,19,40
Rusk,316,State Representative,11,,Travis Clardy,14,111,125,123,248
Rusk,316,State Representative,11,,Stephen J. Wright,7,17,24,11,35
Rusk,317,State Representative,11,,Travis Clardy,24,58,82,122,204
Rusk,317,State Representative,11,,Stephen J. Wright,28,45,73,100,173
Rusk,318,State Representative,11,,Travis Clardy,38,291,329,222,551
Rusk,318,State Representative,11,,Stephen J. Wright,17,63,80,69,149
Rusk,319,State Representative,11,,Travis Clardy,6,55,61,61,122
Rusk,319,State Representative,11,,Stephen J. Wright,14,41,55,43,98
Rusk,404,State Representative,11,,Travis Clardy,80,685,765,155,920
Rusk,404,State Representative,11,,Stephen J. Wright,9,122,131,37,168
Rusk,405,State Representative,11,,Travis Clardy,71,493,564,122,686
Rusk,405,State Representative,11,,Stephen J. Wright,10,89,99,31,130
Rusk,416,State Representative,11,,Travis Clardy,29,311,340,104,444
Rusk,416,State Representative,11,,Stephen J. Wright,7,50,57,19,76
Rusk,417,State Representative,11,,Travis Clardy,25,363,388,252,640
Rusk,417,State Representative,11,,Stephen J. Wright,11,86,97,73,170
Rusk,418,State Representative,11,,Travis Clardy,76,605,681,356,1037
Rusk,418,State Representative,11,,Stephen J. Wright,15,134,149,83,232
Rusk,Total:,State Representative,11,,Travis Clardy,1028,9413,10441,4248,14689
Rusk,Total:,State Representative,11,,Stephen J. Wright,368,2158,2526,1253,3779
Rusk,111,"Chief Justice, 6th Ct of Appeals Dist",,,Josh Morriss,37,340,377,106,483
Rusk,112,"Chief Justice, 6th Ct of Appeals Dist",,,Josh Morriss,77,613,690,319,1009
Rusk,113,"Chief Justice, 6th Ct of Appeals Dist",,,Josh Morriss,105,1097,1202,365,1567
Rusk,114,"Chief Justice, 6th Ct of Appeals Dist",,,Josh Morriss,34,439,473,310,783
Rusk,201,"Chief Justice, 6th Ct of Appeals Dist",,,Josh Morriss,53,332,385,79,464
Rusk,212,"Chief Justice, 6th Ct of Appeals Dist",,,Josh Morriss,30,344,374,78,452
Rusk,213,"Chief Justice, 6th Ct of Appeals Dist",,,Josh Morriss,83,626,709,348,1057
Rusk,214,"Chief Justice, 6th Ct of Appeals Dist",,,Josh Morriss,64,766,830,408,1238
Rusk,215,"Chief Justice, 6th Ct of Appeals Dist",,,Josh Morriss,58,658,716,329,1045
Rusk,302,"Chief Justice, 6th Ct of Appeals Dist",,,Josh Morriss,19,264,283,67,350
Rusk,303,"Chief Justice, 6th Ct of Appeals Dist",,,Josh Morriss,53,328,381,122,503
Rusk,314,"Chief Justice, 6th Ct of Appeals Dist",,,Josh Morriss,37,419,456,122,578
Rusk,315,"Chief Justice, 6th Ct of Appeals Dist",,,Josh Morriss,26,281,307,177,484
Rusk,316,"Chief Justice, 6th Ct of Appeals Dist",,,Josh Morriss,13,110,123,110,233
Rusk,317,"Chief Justice, 6th Ct of Appeals Dist",,,Josh Morriss,28,60,88,127,215
Rusk,318,"Chief Justice, 6th Ct of Appeals Dist",,,Josh Morriss,36,274,310,216,526
Rusk,319,"Chief Justice, 6th Ct of Appeals Dist",,,Josh Morriss,6,52,58,63,121
Rusk,404,"Chief Justice, 6th Ct of Appeals Dist",,,Josh Morriss,79,694,773,161,934
Rusk,405,"Chief Justice, 6th Ct of Appeals Dist",,,Josh Morriss,68,480,548,125,673
Rusk,416,"Chief Justice, 6th Ct of Appeals Dist",,,Josh Morriss,24,306,330,104,434
Rusk,417,"Chief Justice, 6th Ct of Appeals Dist",,,Josh Morriss,27,363,390,259,649
Rusk,418,"Chief Justice, 6th Ct of Appeals Dist",,,Josh Morriss,72,597,669,363,1032
Rusk,Total:,"Chief Justice, 6th Ct of Appeals Dist",,,Josh Morriss,1029,9443,10472,4358,14830
Rusk,111,"Justice, 12th Ct of Ap Dist, P2",,,Brian Hoyle,38,340,378,106,484
Rusk,112,"Justice, 12th Ct of Ap Dist, P2",,,Brian Hoyle,78,606,684,317,1001
Rusk,113,"Justice, 12th Ct of Ap Dist, P2",,,Brian Hoyle,103,1092,1195,366,1561
Rusk,114,"Justice, 12th Ct of Ap Dist, P2",,,Brian Hoyle,35,432,467,310,777
Rusk,201,"Justice, 12th Ct of Ap Dist, P2",,,Brian Hoyle,54,333,387,79,466
Rusk,212,"Justice, 12th Ct of Ap Dist, P2",,,Brian Hoyle,31,339,370,77,447
Rusk,213,"Justice, 12th Ct of Ap Dist, P2",,,Brian Hoyle,82,628,710,348,1058
Rusk,214,"Justice, 12th Ct of Ap Dist, P2",,,Brian Hoyle,64,764,828,398,1226
Rusk,215,"Justice, 12th Ct of Ap Dist, P2",,,Brian Hoyle,60,664,724,328,1052
Rusk,302,"Justice, 12th Ct of Ap Dist, P2",,,Brian Hoyle,17,264,281,67,348
Rusk,303,"Justice, 12th Ct of Ap Dist, P2",,,Brian Hoyle,53,325,378,125,503
Rusk,314,"Justice, 12th Ct of Ap Dist, P2",,,Brian Hoyle,38,415,453,121,574
Rusk,315,"Justice, 12th Ct of Ap Dist, P2",,,Brian Hoyle,26,282,308,176,484
Rusk,316,"Justice, 12th Ct of Ap Dist, P2",,,Brian Hoyle,13,108,121,113,234
Rusk,317,"Justice, 12th Ct of Ap Dist, P2",,,Brian Hoyle,27,58,85,127,212
Rusk,318,"Justice, 12th Ct of Ap Dist, P2",,,Brian Hoyle,38,277,315,210,525
Rusk,319,"Justice, 12th Ct of Ap Dist, P2",,,Brian Hoyle,6,55,61,63,124
Rusk,404,"Justice, 12th Ct of Ap Dist, P2",,,Brian Hoyle,78,685,763,160,923
Rusk,405,"Justice, 12th Ct of Ap Dist, P2",,,Brian Hoyle,69,481,550,124,674
Rusk,416,"Justice, 12th Ct of Ap Dist, P2",,,Brian Hoyle,25,303,328,104,432
Rusk,417,"Justice, 12th Ct of Ap Dist, P2",,,Brian Hoyle,26,363,389,258,647
Rusk,418,"Justice, 12th Ct of Ap Dist, P2",,,Brian Hoyle,72,595,667,364,1031
Rusk,Total:,"Justice, 12th Ct of Ap Dist, P2",,,Brian Hoyle,1033,9409,10442,4341,14783
Rusk,111,"Justice, 12th Ct of Ap Dist, P3, Unexpired Term",,,Greg Neeley,38,338,376,106,482
Rusk,112,"Justice, 12th Ct of Ap Dist, P3, Unexpired Term",,,Greg Neeley,76,607,683,319,1002
Rusk,113,"Justice, 12th Ct of Ap Dist, P3, Unexpired Term",,,Greg Neeley,103,1091,1194,366,1560
Rusk,114,"Justice, 12th Ct of Ap Dist, P3, Unexpired Term",,,Greg Neeley,35,430,465,306,771
Rusk,201,"Justice, 12th Ct of Ap Dist, P3, Unexpired Term",,,Greg Neeley,53,324,377,79,456
Rusk,212,"Justice, 12th Ct of Ap Dist, P3, Unexpired Term",,,Greg Neeley,31,345,376,77,453
Rusk,213,"Justice, 12th Ct of Ap Dist, P3, Unexpired Term",,,Greg Neeley,83,622,705,346,1051
Rusk,214,"Justice, 12th Ct of Ap Dist, P3, Unexpired Term",,,Greg Neeley,64,768,832,400,1232
Rusk,215,"Justice, 12th Ct of Ap Dist, P3, Unexpired Term",,,Greg Neeley,61,661,722,327,1049
Rusk,302,"Justice, 12th Ct of Ap Dist, P3, Unexpired Term",,,Greg Neeley,17,263,280,66,346
Rusk,303,"Justice, 12th Ct of Ap Dist, P3, Unexpired Term",,,Greg Neeley,55,323,378,122,500
Rusk,314,"Justice, 12th Ct of Ap Dist, P3, Unexpired Term",,,Greg Neeley,38,415,453,122,575
Rusk,315,"Justice, 12th Ct of Ap Dist, P3, Unexpired Term",,,Greg Neeley,26,277,303,175,478
Rusk,316,"Justice, 12th Ct of Ap Dist, P3, Unexpired Term",,,Greg Neeley,13,109,122,112,234
Rusk,317,"Justice, 12th Ct of Ap Dist, P3, Unexpired Term",,,Greg Neeley,28,58,86,125,211
Rusk,318,"Justice, 12th Ct of Ap Dist, P3, Unexpired Term",,,Greg Neeley,37,274,311,210,521
Rusk,319,"Justice, 12th Ct of Ap Dist, P3, Unexpired Term",,,Greg Neeley,6,52,58,63,121
Rusk,404,"Justice, 12th Ct of Ap Dist, P3, Unexpired Term",,,Greg Neeley,79,682,761,159,920
Rusk,405,"Justice, 12th Ct of Ap Dist, P3, Unexpired Term",,,Greg Neeley,70,474,544,124,668
Rusk,416,"Justice, 12th Ct of Ap Dist, P3, Unexpired Term",,,Greg Neeley,25,302,327,103,430
Rusk,417,"Justice, 12th Ct of Ap Dist, P3, Unexpired Term",,,Greg Neeley,26,363,389,261,650
Rusk,418,"Justice, 12th Ct of Ap Dist, P3, Unexpired Term",,,Greg Neeley,74,594,668,363,1031
Rusk,Total:,"Justice, 12th Ct of Ap Dist, P3, Unexpired Term",,,Greg Neeley,1038,9372,10410,4331,14741
Rusk,111,"District Judge, 4th Judicial District",,,J. Clay Gossett,39,357,396,106,502
Rusk,112,"District Judge, 4th Judicial District",,,J. Clay Gossett,78,630,708,320,1028
Rusk,113,"District Judge, 4th Judicial District",,,J. Clay Gossett,106,1103,1209,374,1583
Rusk,114,"District Judge, 4th Judicial District",,,J. Clay Gossett,36,445,481,312,793
Rusk,201,"District Judge, 4th Judicial District",,,J. Clay Gossett,57,363,420,83,503
Rusk,212,"District Judge, 4th Judicial District",,,J. Clay Gossett,32,368,400,82,482
Rusk,213,"District Judge, 4th Judicial District",,,J. Clay Gossett,84,632,716,353,1069
Rusk,214,"District Judge, 4th Judicial District",,,J. Clay Gossett,65,783,848,416,1264
Rusk,215,"District Judge, 4th Judicial District",,,J. Clay Gossett,65,675,740,327,1067
Rusk,302,"District Judge, 4th Judicial District",,,J. Clay Gossett,24,295,319,70,389
Rusk,303,"District Judge, 4th Judicial District",,,J. Clay Gossett,62,368,430,133,563
Rusk,314,"District Judge, 4th Judicial District",,,J. Clay Gossett,40,454,494,135,629
Rusk,315,"District Judge, 4th Judicial District",,,J. Clay Gossett,27,297,324,182,506
Rusk,316,"District Judge, 4th Judicial District",,,J. Clay Gossett,15,114,129,117,246
Rusk,317,"District Judge, 4th Judicial District",,,J. Clay Gossett,28,62,90,131,221
Rusk,318,"District Judge, 4th Judicial District",,,J. Clay Gossett,38,293,331,232,563
Rusk,319,"District Judge, 4th Judicial District",,,J. Clay Gossett,7,59,66,64,130
Rusk,404,"District Judge, 4th Judicial District",,,J. Clay Gossett,79,726,805,169,974
Rusk,405,"District Judge, 4th Judicial District",,,J. Clay Gossett,72,510,582,129,711
Rusk,416,"District Judge, 4th Judicial District",,,J. Clay Gossett,28,322,350,110,460
Rusk,417,"District Judge, 4th Judicial District",,,J. Clay Gossett,26,374,400,265,665
Rusk,418,"District Judge, 4th Judicial District",,,J. Clay Gossett,77,644,721,382,1103
Rusk,Total:,"District Judge, 4th Judicial District",,,J. Clay Gossett,1085,9874,10959,4492,15451
Rusk,111,County Attorney,,,Micheal E. Jimerson,38,359,397,106,503
Rusk,112,County Attorney,,,Micheal E. Jimerson,79,619,698,321,1019
Rusk,113,County Attorney,,,Micheal E. Jimerson,105,1104,1209,371,1580
Rusk,114,County Attorney,,,Micheal E. Jimerson,35,443,478,310,788
Rusk,201,County Attorney,,,Micheal E. Jimerson,55,352,407,80,487
Rusk,212,County Attorney,,,Micheal E. Jimerson,32,366,398,83,481
Rusk,213,County Attorney,,,Micheal E. Jimerson,84,630,714,353,1067
Rusk,214,County Attorney,,,Micheal E. Jimerson,64,774,838,409,1247
Rusk,215,County Attorney,,,Micheal E. Jimerson,65,673,738,327,1065
Rusk,302,County Attorney,,,Micheal E. Jimerson,21,288,309,69,378
Rusk,303,County Attorney,,,Micheal E. Jimerson,57,355,412,131,543
Rusk,314,County Attorney,,,Micheal E. Jimerson,41,445,486,129,615
Rusk,315,County Attorney,,,Micheal E. Jimerson,27,291,318,177,495
Rusk,316,County Attorney,,,Micheal E. Jimerson,15,112,127,116,243
Rusk,317,County Attorney,,,Micheal E. Jimerson,28,64,92,129,221
Rusk,318,County Attorney,,,Micheal E. Jimerson,40,293,333,229,562
Rusk,319,County Attorney,,,Micheal E. Jimerson,8,61,69,65,134
Rusk,404,County Attorney,,,Micheal E. Jimerson,81,716,797,167,964
Rusk,405,County Attorney,,,Micheal E. Jimerson,72,505,577,130,707
Rusk,416,County Attorney,,,Micheal E. Jimerson,27,318,345,107,452
Rusk,417,County Attorney,,,Micheal E. Jimerson,24,377,401,268,669
Rusk,418,County Attorney,,,Micheal E. Jimerson,78,631,709,373,1082
Rusk,Total:,County Attorney,,,Micheal E. Jimerson,1076,9776,10852,4450,15302
Rusk,111,"County Clerk, Unexpired Term",,,Trudy McGill,38,347,385,105,490
Rusk,112,"County Clerk, Unexpired Term",,,Trudy McGill,77,608,685,316,1001
Rusk,113,"County Clerk, Unexpired Term",,,Trudy McGill,106,1084,1190,371,1561
Rusk,114,"County Clerk, Unexpired Term",,,Trudy McGill,35,430,465,305,770
Rusk,201,"County Clerk, Unexpired Term",,,Trudy McGill,56,340,396,78,474
Rusk,212,"County Clerk, Unexpired Term",,,Trudy McGill,30,343,373,79,452
Rusk,213,"County Clerk, Unexpired Term",,,Trudy McGill,84,630,714,345,1059
Rusk,214,"County Clerk, Unexpired Term",,,Trudy McGill,63,772,835,400,1235
Rusk,215,"County Clerk, Unexpired Term",,,Trudy McGill,65,663,728,325,1053
Rusk,302,"County Clerk, Unexpired Term",,,Trudy McGill,21,274,295,66,361
Rusk,303,"County Clerk, Unexpired Term",,,Trudy McGill,54,332,386,122,508
Rusk,314,"County Clerk, Unexpired Term",,,Trudy McGill,41,417,458,123,581
Rusk,315,"County Clerk, Unexpired Term",,,Trudy McGill,27,289,316,177,493
Rusk,316,"County Clerk, Unexpired Term",,,Trudy McGill,14,111,125,107,232
Rusk,317,"County Clerk, Unexpired Term",,,Trudy McGill,28,60,88,124,212
Rusk,318,"County Clerk, Unexpired Term",,,Trudy McGill,40,289,329,216,545
Rusk,319,"County Clerk, Unexpired Term",,,Trudy McGill,7,56,63,64,127
Rusk,404,"County Clerk, Unexpired Term",,,Trudy McGill,79,692,771,162,933
Rusk,405,"County Clerk, Unexpired Term",,,Trudy McGill,73,488,561,121,682
Rusk,416,"County Clerk, Unexpired Term",,,Trudy McGill,27,310,337,104,441
Rusk,417,"County Clerk, Unexpired Term",,,Trudy McGill,27,366,393,260,653
Rusk,418,"County Clerk, Unexpired Term",,,Trudy McGill,77,598,675,363,1038
Rusk,Total:,"County Clerk, Unexpired Term",,,Trudy McGill,1069,9499,10568,4333,14901
Rusk,111,Sheriff,,,Jeff Price,42,355,397,103,500
Rusk,111,Sheriff,,,WRITE-IN,1,8,9,4,13
Rusk,112,Sheriff,,,Jeff Price,80,623,703,321,1024
Rusk,112,Sheriff,,,WRITE-IN,1,8,9,2,11
Rusk,113,Sheriff,,,Jeff Price,107,1107,1214,368,1582
Rusk,113,Sheriff,,,WRITE-IN,3,8,11,6,17
Rusk,114,Sheriff,,,Jeff Price,36,431,467,308,775
Rusk,114,Sheriff,,,WRITE-IN,2,9,11,4,15
Rusk,201,Sheriff,,,Jeff Price,58,362,420,74,494
Rusk,201,Sheriff,,,WRITE-IN,1,7,8,7,15
Rusk,212,Sheriff,,,Jeff Price,32,364,396,82,478
Rusk,212,Sheriff,,,WRITE-IN,1,14,15,1,16
Rusk,213,Sheriff,,,Jeff Price,83,632,715,352,1067
Rusk,213,Sheriff,,,WRITE-IN,3,7,10,5,15
Rusk,214,Sheriff,,,Jeff Price,60,789,849,410,1259
Rusk,214,Sheriff,,,WRITE-IN,8,10,18,7,25
Rusk,215,Sheriff,,,Jeff Price,62,676,738,322,1060
Rusk,215,Sheriff,,,WRITE-IN,5,19,24,12,36
Rusk,302,Sheriff,,,Jeff Price,23,284,307,71,378
Rusk,302,Sheriff,,,WRITE-IN,2,9,11,0,11
Rusk,303,Sheriff,,,Jeff Price,59,361,420,138,558
Rusk,303,Sheriff,,,WRITE-IN,3,20,23,4,27
Rusk,314,Sheriff,,,Jeff Price,33,434,467,124,591
Rusk,314,Sheriff,,,WRITE-IN,7,21,28,7,35
Rusk,315,Sheriff,,,Jeff Price,27,288,315,179,494
Rusk,315,Sheriff,,,WRITE-IN,1,14,15,7,22
Rusk,316,Sheriff,,,Jeff Price,10,109,119,111,230
Rusk,316,Sheriff,,,WRITE-IN,4,7,11,7,18
Rusk,317,Sheriff,,,Jeff Price,27,60,87,130,217
Rusk,317,Sheriff,,,WRITE-IN,3,4,7,2,9
Rusk,318,Sheriff,,,Jeff Price,42,289,331,230,561
Rusk,318,Sheriff,,,WRITE-IN,0,7,7,6,13
Rusk,319,Sheriff,,,Jeff Price,7,60,67,65,132
Rusk,319,Sheriff,,,WRITE-IN,0,3,3,3,6
Rusk,404,Sheriff,,,Jeff Price,78,727,805,167,972
Rusk,404,Sheriff,,,WRITE-IN,6,24,30,3,33
Rusk,405,Sheriff,,,Jeff Price,72,495,567,127,694
Rusk,405,Sheriff,,,WRITE-IN,4,21,25,6,31
Rusk,416,Sheriff,,,Jeff Price,26,303,329,104,433
Rusk,416,Sheriff,,,WRITE-IN,2,25,27,8,35
Rusk,417,Sheriff,,,Jeff Price,23,371,394,266,660
Rusk,417,Sheriff,,,WRITE-IN,5,19,24,6,30
Rusk,418,Sheriff,,,Jeff Price,75,606,681,368,1049
Rusk,418,Sheriff,,,WRITE-IN,3,30,33,17,50
Rusk,Total:,Sheriff,,,Jeff Price,1062,9726,10788,4420,15208
Rusk,Total:,Sheriff,,,WRITE-IN,65,294,359,124,483
Rusk,111,County Tax Assessor-Collector,,,Lanita J. Whitehead,40,362,402,106,508
Rusk,112,County Tax Assessor-Collector,,,Lanita J. Whitehead,79,624,703,323,1026
Rusk,113,County Tax Assessor-Collector,,,Lanita J. Whitehead,107,1124,1231,376,1607
Rusk,114,County Tax Assessor-Collector,,,Lanita J. Whitehead,34,447,481,311,792
Rusk,201,County Tax Assessor-Collector,,,Lanita J. Whitehead,58,354,412,80,492
Rusk,212,County Tax Assessor-Collector,,,Lanita J. Whitehead,33,361,394,82,476
Rusk,213,County Tax Assessor-Collector,,,Lanita J. Whitehead,83,638,721,358,1079
Rusk,214,County Tax Assessor-Collector,,,Lanita J. Whitehead,65,788,853,415,1268
Rusk,215,County Tax Assessor-Collector,,,Lanita J. Whitehead,66,679,745,332,1077
Rusk,302,County Tax Assessor-Collector,,,Lanita J. Whitehead,22,288,310,68,378
Rusk,303,County Tax Assessor-Collector,,,Lanita J. Whitehead,59,359,418,133,551
Rusk,314,County Tax Assessor-Collector,,,Lanita J. Whitehead,40,438,478,128,606
Rusk,315,County Tax Assessor-Collector,,,Lanita J. Whitehead,27,293,320,183,503
Rusk,316,County Tax Assessor-Collector,,,Lanita J. Whitehead,15,114,129,110,239
Rusk,317,County Tax Assessor-Collector,,,Lanita J. Whitehead,29,60,89,133,222
Rusk,318,County Tax Assessor-Collector,,,Lanita J. Whitehead,42,296,338,224,562
Rusk,319,County Tax Assessor-Collector,,,Lanita J. Whitehead,7,61,68,66,134
Rusk,404,County Tax Assessor-Collector,,,Lanita J. Whitehead,82,726,808,168,976
Rusk,405,County Tax Assessor-Collector,,,Lanita J. Whitehead,75,507,582,130,712
Rusk,416,County Tax Assessor-Collector,,,Lanita J. Whitehead,27,323,350,111,461
Rusk,417,County Tax Assessor-Collector,,,Lanita J. Whitehead,29,378,407,269,676
Rusk,418,County Tax Assessor-Collector,,,Lanita J. Whitehead,80,639,719,376,1095
Rusk,Total:,County Tax Assessor-Collector,,,Lanita J. Whitehead,1099,9859,10958,4482,15440
Rusk,111,"County Commissioner, Pct. 1",,,Bill Hale,40,353,393,106,499
Rusk,112,"County Commissioner, Pct. 1",,,Bill Hale,79,617,696,319,1015
Rusk,113,"County Commissioner, Pct. 1",,,Bill Hale,108,1117,1225,371,1596
Rusk,114,"County Commissioner, Pct. 1",,,Bill Hale,38,444,482,312,794
Rusk,Total:,"County Commissioner, Pct. 1",,,Bill Hale,265,2531,2796,1108,3904
Rusk,201,"County Commissioner, Pct. 2, Unexpired",,,Tammy Pepper,54,338,392,81,473
Rusk,212,"County Commissioner, Pct. 2, Unexpired",,,Tammy Pepper,31,356,387,81,468
Rusk,213,"County Commissioner, Pct. 2, Unexpired",,,Tammy Pepper,85,630,715,357,1072
Rusk,214,"County Commissioner, Pct. 2, Unexpired",,,Tammy Pepper,68,798,866,418,1284
Rusk,215,"County Commissioner, Pct. 2, Unexpired",,,Tammy Pepper,64,670,734,329,1063
Rusk,Total:,"County Commissioner, Pct. 2, Unexpired",,,Tammy Pepper,302,2792,3094,1266,4360
Rusk,302,"County Commissioner, Pct. 3",,,Greg Gibson,16,247,263,62,325
Rusk,302,"County Commissioner, Pct. 3",,,Freddy Swann,64,157,221,70,291
Rusk,303,"County Commissioner, Pct. 3",,,Greg Gibson,46,319,365,117,482
Rusk,303,"County Commissioner, Pct. 3",,,Freddy Swann,43,216,259,88,347
Rusk,314,"County Commissioner, Pct. 3",,,Greg Gibson,36,399,435,115,550
Rusk,314,"County Commissioner, Pct. 3",,,Freddy Swann,12,84,96,34,130
Rusk,315,"County Commissioner, Pct. 3",,,Greg Gibson,23,274,297,164,461
